Metabolites,FC,pvalue
LIPID-N-0155,1.109283617,0.346142115
LIPID-N-0157,0.957163527,0.88082776
LIPID-N-0158,1.109543142,0.379727444
LIPID-N-0159,1.051321009,0.578011127
LIPID-N-0161,1.021829646,0.793438108
LIPID-N-0162,1.15933061,0.320263429
LIPID-N-0163,0.998135139,0.598654975
LIPID-N-0164,1.116883744,0.483730282
LIPID-N-0165,0.98692542,0.81958228
LIPID-N-0167,0.905517297,0.297100364
LIPID-N-0170,1.041512884,0.365880908
LIPID-N-0175,1.049595732,0.75663903
LIPID-N-0176,0.947106785,0.657406389
LIPID-N-0178,1.05948723,0.82042131
LIPID-N-0179,1.081860378,0.655510441
LIPID-N-0180,0.981155418,0.930358339
LIPID-N-0181,1.081421538,0.324110551
LIPID-N-0187,0.997159266,0.999382093
LIPID-N-0217,1.006003627,0.879722472
LIPID-N-0230,1.064060597,0.403988776
LIPID-N-0234,0.91699682,0.029584722
LIPID-N-0235,0.946419998,0.309093164
LIPID-N-0239,1.042685136,0.626824843
LIPID-N-0240,0.901622098,0.080630617
LIPID-N-0254,0.942419183,0.281240288
LIPID-N-0260,0.939079107,0.726783202
LIPID-N-0262,1.076893696,0.598994358
LIPID-N-0270,0.849494743,0.052961348
LIPID-N-0271,0.968403712,0.72428522
LIPID-N-0274,1.017975836,0.745390755
LIPID-N-0276,0.997376007,0.415636293
LIPID-N-0285,0.988451025,0.944792164
LIPID-N-0287,0.844958638,0.15545633
LIPID-N-0292,0.991214298,0.483730282
LIPID-N-0304,0.888907936,0.070365541
LIPID-N-0320,0.842195302,0.027126366
LIPID-N-0323,1.119789958,0.533031614
LIPID-N-0334,0.995347242,0.933440004
LIPID-N-0335,1.021060575,0.54406969
LIPID-N-0350,0.893508344,0.291485025
LIPID-N-0352,0.937160609,0.594996621
LIPID-N-0353,0.812264921,0.043484435
LIPID-N-0354,1.03269604,0.598654975
LIPID-N-0355,0.903952645,0.409874057
LIPID-N-0365,0.951166011,0.671879511
LIPID-N-0368,0.866568471,0.249116205
LIPID-N-0369,1.023173863,0.877237844
LIPID-N-0370,0.928765552,0.459591608
LIPID-N-0371,0.813382994,0.229234483
LIPID-N-0372,0.920809625,0.393845788
LIPID-N-0373,0.893953122,0.369104818
LIPID-N-0382,0.753445334,0.143146474
LIPID-N-0383,0.948618942,0.603559559
LIPID-N-0387,0.912006148,0.367354338
LIPID-N-0388,0.969602814,0.985828694
LIPID-N-0397,0.959274538,0.460233932
LIPID-N-0398,0.793196313,0.089376135
LIPID-N-0400,0.928895592,0.302585485
LIPID-N-0401,1.073317499,0.864700179
LIPID-N-0402,0.904312778,0.623183159
LIPID-N-0403,0.972638907,0.494238898
LIPID-N-0406,1.092747919,0.719229893
LIPID-N-0413,0.903280249,0.281266052
LIPID-N-0414,0.847512056,0.070437597
LIPID-N-0417,1.064841134,0.307497335
LIPID-N-0421,0.794392349,0.011774299
LIPID-N-0432,0.991798797,0.921554486
LIPID-N-0433,0.850670828,0.197029185
LIPID-N-0435,0.797409245,0.197029185
LIPID-N-0438,0.929822996,0.428098309
LIPID-N-0440,0.836290364,0.113097866
LIPID-N-0442,0.982888017,0.739899955
LIPID-N-0446,1.010064858,0.578011127
LIPID-N-0447,0.771183347,0.03193561
LIPID-N-0449,0.984073621,0.764943038
LIPID-N-0453,0.912562328,0.419203002
LIPID-N-0455,0.944227332,0.610474769
LIPID-N-0469,1.028080309,0.700282384
LIPID-N-0471,0.914809853,0.393845788
LIPID-N-0475,1.2028274,0.448253299
LIPID-N-0478,1.056997865,0.598654975
LIPID-N-0479,0.999595846,0.534653513
LIPID-N-0480,0.964801536,0.603559559
LIPID-N-0482,0.925945201,0.500726107
LIPID-N-0490,1.080399657,0.759693913
LIPID-N-0491,1.095428369,0.33374938
LIPID-N-0493,1.013023162,0.83625191
LIPID-N-0494,1.032522047,0.991346835
LIPID-N-0495,0.960150135,0.543335407
LIPID-N-0496,0.935981338,0.637049585
LIPID-N-0502,0.873585411,0.213774941
LIPID-N-0508,0.944102697,0.480270698
LIPID-N-0509,1.011024864,0.985828694
LIPID-N-0514,0.848842396,0.165250761
LIPID-N-0521,0.836117746,0.196620537
LIPID-N-0522,1.087426119,0.676382128
LIPID-N-0523,1.055543045,0.664138774
LIPID-N-0524,0.928497545,0.296373065
LIPID-N-0528,1.024210925,0.906326575
LIPID-N-0529,0.974274866,0.834034925
LIPID-N-0538,0.929289489,0.494238898
LIPID-N-0544,1.018200241,0.822666203
LIPID-N-0551,0.989244325,0.721981108
LIPID-N-0579,1.013747684,0.534858541
LIPID-N-0589,0.944684282,0.409874057
LIPID-N-0602,1.078511662,0.310298227
LIPID-N-0611,1.022685027,0.95093809
LIPID-N-0615,1.125983756,0.393845788
LIPID-N-0618,0.996346588,0.878392843
LIPID-N-0619,1.076563412,0.377540215
LIPID-N-0633,0.993081531,0.875301281
LIPID-N-0639,0.917785294,0.373507104
LIPID-N-0643,0.885728209,0.143309076
LIPID-N-0647,0.808551476,0.004978897
LIPID-N-0650,0.95325439,0.369104818
LIPID-P-0001,1.021156452,0.762429869
LIPID-P-0002,1.075205726,0.534292131
LIPID-P-0003,0.993304684,0.657406389
LIPID-P-0004,0.979382831,0.719229893
LIPID-P-0005,0.926990745,0.310201957
LIPID-P-0006,1.149035097,0.505361119
LIPID-P-0007,1.111143866,0.875301281
LIPID-P-0008,0.953430941,0.544859715
LIPID-P-0009,1.084209144,0.543335407
LIPID-P-0010,1.169004497,0.623183159
LIPID-P-0011,1.043136527,0.483730282
LIPID-P-0012,0.890835483,0.3482336
LIPID-P-0013,1.204788861,0.486882455
LIPID-P-0014,1.165407482,0.491903348
LIPID-P-0015,0.966919134,0.320227094
LIPID-P-0016,1.102608262,0.598350679
LIPID-P-0017,1.144112368,0.386412011
LIPID-P-0018,0.698332416,0.07555336
LIPID-P-0019,1.031165594,0.491382582
LIPID-P-0020,1.000724575,0.344054377
LIPID-P-0021,1.076750506,0.468405096
LIPID-P-0022,1.113336071,0.557299943
LIPID-P-0023,0.964399136,0.542475577
LIPID-P-0024,1.00585191,0.88082776
LIPID-P-0025,1.043463962,0.859208101
LIPID-P-0026,1.171909117,0.533031614
LIPID-P-0027,0.966531074,0.659602196
LIPID-P-0028,0.927740808,0.226558917
LIPID-P-0029,1.082054738,0.859208101
LIPID-P-0030,1.015928941,0.764138738
LIPID-P-0031,0.895578288,0.365880908
LIPID-P-0032,0.889239887,0.309819879
LIPID-P-0033,1.085889443,0.68332506
LIPID-P-0034,0.935259386,0.477643934
LIPID-P-0035,1.201580524,0.543335407
LIPID-P-0036,1.084312803,0.937423687
LIPID-P-0037,1.28255307,0.346142115
LIPID-P-0038,1.16306412,0.543335407
LIPID-P-0039,1.306116576,0.098502121
LIPID-P-0042,1.128846337,0.334745451
LIPID-P-0045,1.230902576,0.434906531
LIPID-P-0046,1.031277307,0.973643994
LIPID-P-0047,1.281218576,0.362764879
LIPID-P-0048,1.359815491,0.152265318
LIPID-P-0049,1.123915949,0.179509044
LIPID-P-0050,1.176225269,0.059461924
LIPID-P-0051,1.274170071,0.671879511
LIPID-P-0052,1.028784922,0.366069743
LIPID-P-0054,1.107845993,0.883726594
LIPID-P-0056,1.031329654,0.567407688
LIPID-P-0057,0.949298587,0.370059559
LIPID-P-0064,1.152210817,0.232455866
LIPID-P-0066,1.017760448,0.714953952
LIPID-P-0073,0.968458164,0.500014438
LIPID-P-0077,1.030752334,0.985828694
LIPID-P-0079,1.110260021,0.281240288
LIPID-P-0095,0.987054384,0.839240541
LIPID-P-0105,0.827380965,0.023892189
LIPID-P-0106,0.817267863,0.080630617
LIPID-P-0107,1.090202269,0.82042131
LIPID-P-0111,0.936735749,0.365880908
LIPID-P-0113,0.980684969,0.626824843
LIPID-P-0120,1.004000132,0.920257532
LIPID-P-0121,0.978174314,0.822666203
LIPID-P-0122,0.928345174,0.486882455
LIPID-P-0124,1.011166286,0.973265613
LIPID-P-0137,0.93050942,0.297372161
LIPID-P-0139,0.847786217,0.070437597
LIPID-P-0142,0.996900807,0.967671743
LIPID-P-0159,0.943628286,0.444685652
LIPID-P-0161,0.77213936,0.053761267
LIPID-P-0162,1.009733114,0.935630376
LIPID-P-0169,1.036742649,0.16814955
LIPID-P-0171,1.038124961,0.195262257
LIPID-P-0182,1.136224571,0.659565487
LIPID-P-0188,1.014797365,0.652573691
LIPID-P-0196,0.8873814,0.229234483
LIPID-P-0201,0.879029197,0.125885375
LIPID-P-0213,0.982577743,0.626824843
LIPID-P-0214,0.82245383,0.104787054
LIPID-P-0217,0.765288657,0.043484435
LIPID-P-0218,0.873328468,0.27010517
LIPID-P-0224,0.883740201,0.379727444
LIPID-P-0225,0.860963449,0.218639173
LIPID-P-0229,0.817135488,0.089575006
LIPID-P-0239,0.90293194,0.601787685
LIPID-P-0240,0.816440411,0.120485207
LIPID-P-0243,0.845464863,0.098771462
LIPID-P-0247,0.869146396,0.346142115
LIPID-P-0251,0.808819435,0.272230352
LIPID-P-0252,0.833244165,0.310570655
LIPID-P-0259,0.822400025,0.210416616
LIPID-P-0260,0.943655329,0.415636293
LIPID-P-0261,0.789977524,0.108949542
LIPID-P-0269,0.735554713,0.035642287
LIPID-P-0271,0.71795796,0.056229347
LIPID-P-0274,1.030154771,0.393845788
LIPID-P-0275,1.073171484,0.218639173
LIPID-P-0276,1.036722907,0.381028299
LIPID-P-0302,1.014654131,0.881858352
LIPID-P-0303,0.953847108,0.598654975
LIPID-P-0304,0.917417738,0.474947207
LIPID-P-0306,0.872857501,0.175312045
LIPID-P-0331,0.833661811,0.080094555
LIPID-P-0332,0.995794339,0.971499966
LIPID-P-0334,1.054087214,0.691892367
LIPID-P-0351,0.961223937,0.598654975
LIPID-P-0357,0.934770857,0.184643482
LIPID-P-0359,0.970122317,0.623183159
LIPID-P-0361,0.990307339,0.733632762
LIPID-P-0364,1.008390987,0.849819808
LIPID-P-0365,1.093559129,0.236603627
LIPID-P-0367,0.93035534,0.623183159
LIPID-P-0372,0.963095679,0.655135564
LIPID-P-0375,1.370876441,0.198426501
LIPID-P-0377,1.248042018,0.020562473
LIPID-P-0378,0.919687919,0.250616729
LIPID-P-0382,1.101635366,0.184643482
LIPID-P-0387,1.16060037,0.200351736
LIPID-P-0393,0.562849786,0.000726633
LIPID-P-0394,0.936379682,0.346142115
LIPID-P-0395,0.927079136,0.443656564
LIPID-P-0396,1.011692433,0.88082776
LIPID-P-0397,1.002196834,0.928043801
LIPID-P-0399,1.009572542,0.907049529
LIPID-P-0400,1.009032088,0.930358339
LIPID-P-0401,1.014292877,0.859208101
LIPID-P-0403,0.974379481,0.652573691
LIPID-P-0404,1.027649991,0.950483155
LIPID-P-0405,1.06090702,0.691892367
LIPID-P-0423,0.938502327,0.623183159
LIPID-P-0425,1.094163278,0.500930758
LIPID-P-0438,1.014155505,0.973265613
LIPID-P-0440,0.934323364,0.337123297
LIPID-P-0441,1.069296671,0.534074408
LIPID-P-0445,0.956495845,0.468405096
LIPID-P-0455,0.975243155,0.567195181
LIPID-P-0471,1.144133555,0.68441948
LIPID-P-0473,1.070143731,0.601787685
LIPID-P-0474,1.100165448,0.031832955
LIPID-P-0475,1.006076606,0.99424282
LIPID-P-0476,0.908209239,0.092249418
LIPID-P-0477,0.887030842,0.084780974
LIPID-P-0480,1.114020805,0.500726107
LIPID-P-0482,1.036709114,0.459591608
LIPID-P-0486,1.087745259,0.268244696
LIPID-P-0487,1.125679634,0.45804289
LIPID-P-0491,0.869869476,0.031112209
LIPID-P-0492,0.917493237,0.025264389
LIPID-P-0495,0.921064336,0.318794721
LIPID-P-0496,0.967796764,0.601787685
LIPID-P-0497,0.867205148,0.082235755
LIPID-P-0499,0.918214693,0.196620537
LIPID-P-0503,1.074125677,0.334745451
LIPID-P-0504,1.125406357,0.196620537
LIPID-P-0509,0.991610944,0.858891254
LIPID-P-0510,0.977050415,0.694740214
LIPID-P-0512,1.143989578,0.080630617
LIPID-P-0513,1.068650741,0.613860221
LIPID-P-0514,1.044094656,0.598654975
LIPID-P-0519,1.241254381,0.05591087
LIPID-P-0520,0.906312245,0.296373065
LIPID-P-0521,0.902332303,0.320895564
LIPID-P-0524,0.9470956,0.342664188
LIPID-P-0525,0.97761076,0.554756486
LIPID-P-0528,1.130560073,0.342664188
LIPID-P-0530,1.045235383,0.735524856
LIPID-P-0531,0.89909147,0.320263429
LIPID-P-0532,1.026201197,0.66793079
LIPID-P-0533,0.960391004,0.645915907
LIPID-P-0535,0.833013921,0.01644001
LIPID-P-0536,0.882501088,0.101726592
LIPID-P-0537,0.971981502,0.88082776
LIPID-P-0538,1.019075371,0.747972744
LIPID-P-0543,0.882108958,0.080630617
LIPID-P-0544,0.817591903,0.016327956
LIPID-P-0545,0.828558603,0.026709445
LIPID-P-0546,0.879532371,0.081852923
LIPID-P-0547,1.016279585,0.930358339
LIPID-P-0548,1.091308375,0.531384295
LIPID-P-0549,0.945775082,0.534074408
LIPID-P-0550,0.863370464,0.191104252
LIPID-P-0551,0.858917531,0.170355648
LIPID-P-0553,0.576744506,0.005093677
LIPID-P-0554,0.913026119,0.080630617
LIPID-P-0555,0.895735653,0.188455032
LIPID-P-0556,1.015465257,0.677858846
LIPID-P-0557,1.078088146,0.374618086
LIPID-P-0558,1.12468683,0.089098807
LIPID-P-0559,0.981537494,0.833359222
LIPID-P-0560,0.982145791,0.75663903
LIPID-P-0561,0.972909307,0.460233932
LIPID-P-0562,1.133729162,0.173563147
LIPID-P-0563,1.144327243,0.106669885
LIPID-P-0564,0.843757239,0.098502121
LIPID-P-0565,0.904436729,0.260661083
LIPID-P-0566,0.985355365,0.768571707
LIPID-P-0567,1.048047028,0.623183159
LIPID-P-0568,0.8664327,0.063472878
LIPID-P-0569,0.897072276,0.195262257
LIPID-P-0577,1.145727563,0.431079482
LIPID-P-0578,1.099439021,0.623183159
LIPID-P-0580,0.961728607,0.544859715
LIPID-P-0581,0.874118817,0.19652752
LIPID-P-0585,0.939060523,0.557299943
LIPID-P-0586,0.910760995,0.344054377
LIPID-P-0587,0.925631268,0.373352712
LIPID-P-0588,0.881924696,0.184643482
LIPID-P-0595,0.981639427,0.543335407
LIPID-P-0603,0.938285543,0.623183159
LIPID-P-0610,0.981822264,0.557299943
LIPID-P-0612,1.013499772,0.866734506
LIPID-P-0617,0.910916736,0.676946953
LIPID-P-0618,0.932822794,0.566602426
LIPID-P-0623,0.891509138,0.16814955
LIPID-P-0626,0.910018927,0.207458773
LIPID-P-0629,0.862290069,0.158518292
LIPID-P-0630,0.85931689,0.064895043
LIPID-P-0631,0.808925129,0.037967442
LIPID-P-0637,0.823755994,0.034034334
LIPID-P-0640,0.816994926,0.019002569
LIPID-P-0642,0.817052924,0.021623721
LIPID-P-0647,0.774382028,0.00359506
LIPID-P-0648,0.658506865,0.007202131
LIPID-P-0649,0.797903508,0.034026997
LIPID-P-0650,0.842508938,0.055573956
LIPID-P-0652,0.838072404,0.020562473
LIPID-P-0654,0.789946266,0.020562473
LIPID-P-0657,0.854282356,0.195262257
LIPID-P-0658,0.783643095,0.006376171
LIPID-P-0660,0.78035094,0.013545217
LIPID-P-0661,1.007721428,0.819666003
LIPID-P-0662,0.777107979,0.008473737
LIPID-P-0663,0.894761836,0.189893445
LIPID-P-0664,0.826889298,0.050527889
LIPID-P-0727,0.985402519,0.31772797
LIPID-P-0728,0.931287065,0.281266052
LIPID-P-0729,0.853578771,0.043484435
LIPID-P-0730,1.048632167,0.519726458
LIPID-P-0731,0.983766463,0.897690501
LIPID-P-0732,0.958451015,0.499884921
LIPID-P-0734,0.7612873,0.006376171
LIPID-P-0735,0.97925436,0.297372161
LIPID-P-0736,0.855990221,0.050527889
LIPID-P-0737,0.890093959,0.122387249
LIPID-P-0738,1.038329428,0.309093164
LIPID-P-0739,0.921585291,0.227249051
LIPID-P-0740,0.962671577,0.480382168
LIPID-P-0741,0.947909562,0.429239371
LIPID-P-0742,0.882467979,0.033039549
LIPID-P-0743,0.78276882,0.004978897
LIPID-P-0744,0.869527841,0.034034334
LIPID-P-0745,0.833896528,0.015104709
LIPID-P-0746,0.87482273,0.043484435
LIPID-P-0748,0.875165593,0.039707056
LIPID-P-0749,0.981058358,0.798228177
LIPID-P-0750,0.999924386,0.967671743
LIPID-P-0751,0.881993692,0.038594654
LIPID-P-0752,0.965914186,0.499884921
LIPID-P-0754,1.010742482,0.944792164
LIPID-P-0755,0.830364487,0.16814955
LIPID-P-0756,0.922218307,0.184643482
LIPID-P-0757,0.883115368,0.078808503
LIPID-P-0758,1.097669547,0.203515414
LIPID-P-0759,1.006513743,0.985828694
LIPID-P-0760,1.038912968,0.75663903
LIPID-P-0761,0.885202604,0.051272843
LIPID-P-0762,0.887749552,0.071782602
LIPID-P-0763,1.020459687,0.753812451
LIPID-P-0764,0.902436953,0.197029185
LIPID-P-0765,1.102178857,0.079605965
LIPID-P-0766,1.008986321,0.875437668
LIPID-P-0767,1.156017307,0.064895043
LIPID-P-0768,0.93036346,0.279045259
LIPID-P-0769,0.891312501,0.429196872
LIPID-P-0771,0.510134279,0.647055101
LIPID-P-0772,0.790153673,0.168561539
LIPID-P-0773,0.830812745,0.334745451
LIPID-P-0777,1.002274743,0.186723836
LIPID-P-0780,1.067498056,0.590047087
LIPID-P-0782,1.0208944,0.274851465
LIPID-P-0783,0.884351649,0.174373505
LIPID-P-0784,0.989187363,0.215439854
LIPID-P-0785,1.097019788,0.598654975
LIPID-P-0786,1.041508366,0.367354338
LIPID-P-0787,1.072647477,0.519726458
LIPID-P-0788,0.968965958,0.546409932
LIPID-P-0789,1.001979766,0.367354338
LIPID-P-0791,0.996513435,0.403782676
LIPID-P-0793,0.957187009,0.637049585
LIPID-P-0794,0.954355441,0.597773095
LIPID-P-0798,0.84746182,0.275247613
LIPID-P-0802,1.009918192,0.681430926
LIPID-P-0804,0.964252441,0.916969518
LIPID-P-0819,1.139596877,0.296373065
LIPID-P-0822,0.753280298,0.157445169
LIPID-P-0823,1.131917529,0.394520716
LIPID-P-0824,1.183276377,0.197029185
LIPID-P-0827,1.178650683,0.557299943
LIPID-P-0828,1.087971017,0.236603627
LIPID-P-0829,0.919660129,0.342035807
LIPID-P-0831,1.009028864,0.825542212
LIPID-P-0833,0.986507597,0.272230799
LIPID-P-0834,1.051057232,0.445783606
LIPID-P-0835,1.051096508,0.833359222
LIPID-P-0836,1.006736888,0.352456963
LIPID-P-0837,1.009360483,0.544859715
LIPID-P-0842,0.916989175,0.310298227
LIPID-P-0845,0.879998377,0.196620537
LIPID-P-0846,0.912479601,0.212645462
LIPID-P-0848,0.879999052,0.153004046
LIPID-P-0849,0.912854926,0.175153936
LIPID-P-0851,1.200302012,0.486882455
LIPID-P-0852,0.90742139,0.145672957
LIPID-P-0853,0.785380673,0.095868088
LIPID-P-0858,0.62304491,0.057809428
LIPID-P-0880,0.657420135,0.07555336
LIPID-P-0884,1.17088154,0.544859715
LIPID-P-0885,0.97538186,0.134171054
LIPID-P-0886,0.838055034,0.106669885
LIPID-P-0893,0.871147232,0.134171054
LIPID-P-0894,1.040007748,0.342035807
LIPID-P-0898,0.852993035,0.105263239
LIPID-P-0900,0.942804649,0.212667101
LIPID-P-0901,0.924419674,0.367354338
LIPID-P-0902,0.875839103,0.210814315
LIPID-P-0904,0.929253546,0.344620072
LIPID-P-0906,1.024568678,0.88082776
LIPID-P-0907,0.849781005,0.133998477
LIPID-P-0908,0.879718441,0.203923969
LIPID-P-0911,0.911168005,0.334745451
LIPID-P-0913,0.919121657,0.320024765
LIPID-P-0915,0.902885309,0.29239601
LIPID-P-0917,0.885720034,0.219468118
LIPID-P-0918,0.997090423,0.542331337
LIPID-P-0921,0.829237155,0.078808503
LIPID-P-0922,0.875804487,0.174479298
LIPID-P-0924,0.907687972,0.294612263
LIPID-P-0925,0.958287704,0.409874057
LIPID-P-0933,0.968402133,0.249088312
LIPID-P-0935,1.328305197,0.916969518
LIPID-P-0936,0.600523937,0.05591087
LIPID-P-0955,1.061444724,0.429196872
LIPID-P-0956,0.885244086,0.144925425
LIPID-P-0957,0.99676172,0.260661083
LIPID-P-0961,0.927985565,0.170504965
LIPID-P-0962,0.920187089,0.125517956
LIPID-P-0965,0.80707531,0.134171054
LIPID-P-0968,0.966451659,0.637049585
LIPID-P-0970,0.95361799,0.519726458
LIPID-P-0971,0.9088456,0.345418603
LIPID-P-0972,0.918077841,0.307260991
LIPID-P-0973,0.887096682,0.234279415
LIPID-P-0974,1.008844188,0.903233624
LIPID-P-0977,0.954858999,0.617094705
LIPID-P-0978,0.850457859,0.074186956
LIPID-P-0979,0.887010871,0.236603627
LIPID-P-0981,0.995777266,0.782484224
LIPID-P-0982,0.869120631,0.120074093
LIPID-P-0983,0.914859974,0.342664188
LIPID-P-0984,0.859862576,0.381295241
LIPID-P-0987,0.807144671,0.021623721
LIPID-P-0988,0.873801064,0.122472709
LIPID-P-0991,0.887899091,0.186723836
LIPID-P-0994,0.848439786,0.148328703
LIPID-P-0999,0.940409294,0.281266052
LIPID-P-1000,1.054838555,0.757795037
LIPID-P-1001,0.824545482,0.034034334
LIPID-P-1026,0.621966435,0.064895043
LIPID-P-1028,0.913937015,0.255455556
LIPID-P-1029,0.848896081,0.249088312
LIPID-P-1030,1.011631444,0.544859715
LIPID-P-1031,0.720315375,0.064895043
LIPID-P-1032,0.851448423,0.187211347
LIPID-P-1033,1.006545997,0.544859715
LIPID-P-1036,0.811615341,0.080630617
LIPID-P-1037,1.053228042,0.991870128
LIPID-P-1040,0.975387414,0.699383297
LIPID-P-1042,0.805663679,0.032693802
LIPID-P-1043,0.954855633,0.554756486
LIPID-P-1046,0.983595312,0.768571707
LIPID-P-1048,0.891230603,0.096111846
LIPID-P-1052,0.827034937,0.056457829
LIPID-P-1056,0.765606909,0.023892189
LIPID-P-1060,0.903213403,0.180812147
LIPID-P-1061,0.883995699,0.27538468
LIPID-P-1062,0.843459477,0.051272843
LIPID-P-1068,1.058860684,0.82042131
LIPID-P-1082,0.757602715,0.12461116
LIPID-P-1086,1.001668858,0.827879265
LIPID-P-1087,0.795547316,0.12461116
LIPID-P-1088,0.801000598,0.17217119
LIPID-P-1089,0.921932054,0.569326253
LIPID-P-1090,0.947297776,0.623183159
LIPID-P-1092,0.783998829,0.043272475
LIPID-P-1094,0.8502496,0.137446903
LIPID-P-1095,0.920673952,0.557299943
LIPID-P-1096,0.878400556,0.260661083
LIPID-P-1097,0.901640707,0.337123297
LIPID-P-1098,1.051560713,0.934727346
LIPID-P-1099,0.878789199,0.260661083
LIPID-P-1101,0.830368373,0.053995384
LIPID-P-1102,0.975320756,0.795876159
LIPID-P-1104,0.823796615,0.125517956
LIPID-P-1105,0.971357919,0.799477862
LIPID-P-1106,1.082422169,0.342664188
LIPID-P-1109,0.783466491,0.040368177
LIPID-P-1113,0.926414157,0.334745451
LIPID-P-1114,1.006061303,0.981575239
LIPID-P-1116,0.867533739,0.067735395
LIPID-P-1117,0.864737462,0.320227094
LIPID-P-1129,0.860650958,0.260413499
LIPID-P-1132,0.763647427,0.17217119
LIPID-P-1135,0.883749989,0.439882365
LIPID-P-1137,0.84352798,0.2433835
LIPID-P-1138,0.993155436,0.84159994
LIPID-P-1139,0.802451716,0.107825737
LIPID-P-1141,0.831352676,0.218639173
LIPID-P-1145,1.064817433,0.761742989
LIPID-P-1146,0.791573746,0.133998477
LIPID-P-1149,0.905862506,0.265725394
LIPID-P-1151,0.788503756,0.053761267
LIPID-P-1152,0.975882881,0.933664077
LIPID-P-1157,0.866715599,0.079605965
LIPID-P-1164,0.857654762,0.428974982
LIPID-P-1170,0.863834036,0.369104818
LIPID-P-1171,0.842787116,0.219331399
LIPID-P-1172,0.938220522,0.534074408
LIPID-P-1173,0.79234494,0.21780704
LIPID-P-1174,0.740878695,0.028178675
LIPID-P-1176,0.939944411,0.419203002
LIPID-P-1177,0.782929316,0.051272843
LIPID-P-1180,0.709236699,0.026709445
LIPID-P-1181,0.751404737,0.021899609
LIPID-P-1182,0.913543122,0.623183159
LIPID-P-1183,0.983894307,0.82042131
LIPID-P-1196,0.812228415,0.394146454
LIPID-P-1197,0.719696294,0.043484435
LIPID-P-1200,0.748302878,0.03256779
LIPID-P-1202,0.729069352,0.020562473
LIPID-P-1204,0.959895593,0.613758563
LIPID-P-1205,0.907176064,0.226558917
LIPID-P-1206,0.795214126,0.05591087
LIPID-P-1212,0.856859509,0.494238898
LIPID-P-1215,0.749117487,0.053163223
LIPID-P-1216,0.87728304,0.516453195
LIPID-P-1217,0.788946186,0.060212432
LIPID-P-1218,0.983249127,0.858891254
LIPID-P-1219,0.896887282,0.310261044
LIPID-P-1224,0.767523369,0.299502161
LIPID-P-1226,0.695579152,0.034034334
LIPID-P-1227,0.694577347,0.035981938
LIPID-P-1233,0.689566261,0.068832574
